MonthsActive,AvgOrderValue,NumOrdersLastQuarter,DaysSinceLastOrder,SupportTicketsFiled,Churned
13,26.86,4,21,0,0
34,78.27,4,61,1,0
2,80.71,2,20,0,0
39,99.64,5,33,0,0
39,34.11,6,24,1,0
11,69.04,5,35,0,0
44,36.02,2,9,0,0
18,36.53,8,8,1,0
54,29.92,5,15,0,0
10,60.69,2,19,0,0
22,68.67,4,1,1,0
44,95.2,3,5,1,0
11,56.77,10,85,0,0
40,50.16,4,11,0,0
4,75.87,7,16,0,0
41,62.41,4,15,1,0
21,51.31,3,25,0,0
6,48.77,7,19,0,0
34,68.02,6,16,0,0
6,46.82,5,0,0,0
38,27.84,3,8,1,0
50,41.65,8,4,1,0
18,120.75,6,17,1,0
25,85.25,3,13,2,0
56,68.86,4,5,0,0
39,153.33,7,31,0,0
30,60.09,5,31,1,0
42,67.62,5,1,0,0
53,51.76,3,8,0,0
40,56.64,6,11,0,0
21,53.82,7,4,0,0
58,100.62,3,13,0,0
26,63.65,3,7,2,0
52,200.76,6,22,0,0
20,51.24,7,25,0,0
42,59.74,6,41,2,0
35,42.59,9,14,1,0
21,35.15,3,46,0,1
20,46.2,8,41,0,0
8,68.07,7,10,0,0
51,54.71,7,8,1,0
1,19.8,6,31,1,0
58,82.86,5,57,1,0
57,94.6,4,6,1,0
13,54.91,4,2,1,0
57,46.56,5,7,0,0
44,23.87,5,11,1,0
43,56.03,6,20,1,0
8,40.11,3,5,2,0
8,27.84,5,20,0,0
41,84.78,4,6,0,0
55,96.66,6,25,0,0
37,38.29,9,2,1,0
32,43.16,5,19,1,0
39,57.57,1,4,1,0
31,87.86,3,5,0,0
7,54.25,6,7,0,0
12,65.16,3,4,0,0
55,73.35,6,43,0,0
8,61.68,6,9,0,0
59,45.13,7,15,0,0
3,25.81,5,5,0,0
11,41.78,3,8,0,0
41,55.74,3,29,1,1
59,79.07,5,4,0,1
27,32.53,5,90,0,0
40,66.44,8,62,0,0
31,50.44,8,34,0,0
44,39.98,5,1,0,0
41,52.89,5,28,2,0
25,53.53,5,63,0,0
42,54.81,3,80,1,0
43,34.1,8,38,0,0
19,48.29,6,50,0,0
29,128.79,5,21,0,0
34,67.18,4,13,2,0
3,33.59,13,1,1,0
12,65.54,5,5,1,0
53,41.17,5,26,1,1
33,55.45,4,8,1,0
34,89.4,5,35,0,0
58,106.8,6,12,0,0
10,50.4,4,3,1,0
38,56.94,8,15,1,0
46,62.08,7,6,1,0
8,87.31,3,70,0,1
49,49.93,6,35,1,0
44,43.8,5,22,0,0
18,53.05,7,75,0,0
20,55.23,5,39,1,0
9,58.15,4,1,0,0
25,114.26,1,7,0,0
13,35.22,10,9,1,0
34,34.04,8,24,0,0
7,47.57,4,1,1,0
24,54.25,3,18,1,0
16,57.6,6,15,1,0
3,131.49,4,3,0,0
39,49.98,5,1,0,0
47,49.17,3,33,0,0
23,69.52,7,6,1,0
48,118.03,5,30,0,0
3,26.16,6,3,0,0
43,79.72,3,2,2,0
47,92.36,7,5,1,0
17,73.44,6,10,0,0
19,65.23,3,6,1,0
14,82.46,7,93,0,0
25,81.68,6,17,0,0
47,34.62,5,13,1,0
15,33.66,7,1,0,0
5,87.12,2,32,2,0
4,35.35,4,4,0,0
9,55.93,4,28,0,0
54,69.49,3,31,3,0
16,41.84,4,27,0,0
45,72.15,2,0,2,0
55,15.52,3,3,1,0
4,65.59,3,5,0,0
53,52.05,4,30,0,0
52,57.6,1,1,2,0
13,74.32,6,8,0,0
26,60.39,9,1,0,0
32,60.57,3,25,0,0
8,90.73,5,10,0,0
60,45.27,8,16,0,0
33,100.32,3,9,1,0
12,66.74,6,14,3,0
40,42.2,6,58,1,0
15,33.98,5,50,0,0
45,65.55,6,31,1,0
7,52.7,2,14,1,0
43,66.5,6,33,1,0
56,150.12,4,15,1,0
23,50.58,5,91,1,0
3,30.94,8,9,0,0
15,49.45,5,5,0,0
29,64.34,7,20,1,0
44,80.25,5,1,0,0
54,74.16,5,17,0,0
12,48.2,7,3,2,0
33,58.31,1,15,0,0
26,40.61,5,18,0,0
56,53.68,7,17,0,0
17,31.82,6,33,0,0
25,30.01,4,19,1,0
3,51.18,6,4,0,0
46,60.91,5,6,1,0
14,28.86,2,29,0,0
21,55.54,4,45,0,0
27,43.03,2,39,1,0
12,31.33,4,13,0,0
1,42.44,5,4,0,0
24,63.99,3,25,1,1
17,64.5,5,1,0,0
6,40.23,8,21,0,0
38,63.83,6,14,1,0
11,64.6,5,66,0,0
42,43.18,2,1,1,0
28,79.81,5,2,0,0
60,24.22,10,5,2,1
47,30.97,6,16,2,0
8,91.85,5,13,0,0
55,102.91,3,8,0,0
26,77.37,3,82,0,0
57,27.2,3,43,0,0
24,43.74,3,13,0,0
59,89.05,5,4,0,0
24,19.58,4,8,1,0
27,69.37,5,52,1,1
50,57.71,6,33,2,0
2,58.56,5,12,1,0
8,62.96,7,4,1,0
60,54.71,8,47,0,0
52,78.38,5,17,1,0
10,60.97,5,12,0,0
8,66.85,7,15,0,0
30,30.37,3,8,2,0
28,56.86,4,9,0,0
8,37.74,3,22,0,1
7,62.66,2,24,1,0
18,44.84,5,10,0,0
8,87.1,4,54,0,0
11,26.95,6,8,1,0
22,37.81,9,17,0,0
27,41.07,4,55,0,0
31,77.18,4,8,0,0
57,56.29,6,13,2,0
18,56.28,8,1,3,0
5,70.66,9,0,0,0
58,47.95,4,27,0,0
42,54.02,8,36,0,0
51,84.57,7,37,0,0
18,77.67,3,29,0,0
11,78.95,4,25,1,0
14,57.32,7,15,0,0
23,51.31,6,10,0,0
54,65.04,7,12,0,1
9,40.61,5,11,0,0
17,57.02,3,34,1,0
44,38.69,5,39,0,0
16,96.98,4,25,0,1
58,40.44,2,28,1,1
28,41.65,5,5,1,0
34,58.46,6,1,1,0
17,28.75,3,7,1,0
50,58.54,5,4,0,0
44,28.19,11,18,1,0
5,74.16,6,31,0,0
26,51.55,4,15,0,0
48,33.43,7,38,0,0
6,24.92,6,29,0,0
21,61.0,6,10,0,0
17,32.5,4,13,0,0
55,32.4,6,21,0,0
1,63.73,8,70,1,1
21,43.58,5,27,1,0
59,31.2,3,4,1,0
24,57.59,2,69,0,1
33,65.16,5,6,2,0
32,84.92,5,8,0,0
56,59.38,2,5,0,0
46,37.97,7,12,0,0
48,76.43,6,3,0,0
31,43.97,5,42,0,0
9,49.91,3,19,0,0
49,29.08,6,6,0,0
20,32.85,6,12,1,0
14,65.03,7,38,0,0
11,101.33,5,15,1,0
38,88.59,3,1,0,0
32,44.67,3,2,0,0
39,46.02,5,15,0,1
16,158.77,9,34,0,0
15,36.87,5,15,0,0
31,59.6,5,3,0,0
40,86.62,4,24,1,0
39,44.51,6,40,0,0
24,57.35,4,32,1,1
11,45.19,6,51,0,0
14,107.81,5,6,1,0
18,47.56,3,25,0,0
54,62.77,3,1,1,0
17,75.3,7,9,0,0
60,51.88,1,13,0,0
42,30.59,5,4,0,0
23,29.89,6,20,0,0
53,64.28,5,26,2,1
34,71.15,2,2,0,0
31,61.38,6,2,0,0
34,75.29,4,60,1,0
12,39.23,4,33,0,0
55,45.68,4,56,0,0
1,39.95,5,1,0,0
15,27.35,5,8,0,0
11,50.18,9,42,0,0
14,96.43,8,29,0,0
31,58.71,4,26,1,0
1,24.03,5,22,1,0
27,111.94,6,1,1,0
27,104.01,7,18,0,0
53,90.92,5,11,0,0
35,42.39,5,10,0,0
19,55.72,5,20,0,0
32,95.08,3,19,0,0
33,34.06,4,12,0,0
26,49.0,6,31,0,0
29,61.68,3,26,1,0
27,51.98,5,8,0,0
12,61.84,8,46,0,0
10,46.93,10,2,1,0
14,102.18,4,14,2,0
48,49.4,3,5,1,0
44,62.25,5,34,0,0
5,43.41,4,20,0,0
41,30.23,6,1,0,0
29,52.6,3,5,0,1
40,84.24,4,31,0,0
60,62.62,6,41,2,0
10,73.42,6,6,1,0
5,48.16,3,14,2,0
43,47.03,6,4,2,0
16,68.6,6,11,0,0
22,52.49,9,56,0,0
47,49.59,5,13,0,0
19,50.31,3,11,0,0
37,111.42,9,41,1,0
1,94.54,8,50,1,0
15,64.82,6,1,1,0
49,42.22,4,2,0,0
50,86.64,6,19,0,0
52,41.17,10,8,0,0
14,89.77,5,21,1,0
29,35.66,6,29,0,0
51,45.63,6,12,0,0
16,43.74,9,7,1,0
21,74.72,2,4,0,0
34,108.53,7,2,1,1
7,61.06,3,17,0,0
11,82.21,3,34,0,0
3,81.29,3,6,0,0
42,59.31,3,6,1,1
16,56.42,3,9,0,0
53,97.9,7,10,0,0
32,72.28,4,24,1,0
50,48.36,4,8,0,0
22,56.89,4,1,0,0
31,43.67,4,15,3,0
14,72.46,2,11,0,0
9,44.5,7,22,1,0
1,48.51,7,2,0,0
40,69.85,6,12,0,0
19,46.25,4,1,1,0
57,72.82,4,10,0,0
58,46.24,6,5,0,0
47,53.49,4,28,0,0
42,91.2,1,7,0,0
13,95.05,3,18,0,0
2,119.61,5,50,1,0
37,71.87,6,18,0,0
52,51.2,5,27,0,0
34,108.4,5,11,1,0
23,30.44,4,11,0,0
50,66.3,3,18,0,0
45,42.79,4,7,1,0
8,53.21,4,13,2,0
53,43.69,4,17,0,0
41,118.72,6,47,0,1
60,33.96,1,28,0,0
28,78.27,7,19,1,0
43,57.25,7,51,1,0
14,61.45,4,3,0,0
59,55.43,5,2,0,0
1,43.77,3,106,0,1
53,51.28,4,10,0,0
49,63.29,6,14,1,0
28,36.65,3,77,0,1
54,29.43,6,11,0,0
12,89.91,5,16,1,1
30,31.14,5,6,0,0
39,20.91,10,23,0,0
57,113.84,5,8,0,0
13,69.0,4,4,0,0
25,119.22,3,9,0,0
22,33.89,3,3,0,1
44,68.02,9,2,2,0
25,58.65,5,4,0,0
6,62.66,6,4,1,0
52,54.33,3,1,0,0
20,65.55,3,32,0,0
5,81.73,8,2,0,0
24,95.31,2,3,2,0
23,76.64,7,0,0,0
37,29.03,3,4,1,0
11,48.89,5,1,1,0
53,22.63,5,23,0,0
27,60.52,8,9,0,0
5,93.92,3,7,0,0
13,34.13,2,96,0,1
3,61.62,4,3,0,0
17,53.08,3,10,0,0
59,55.35,6,11,0,0
35,114.81,6,1,1,0
51,51.45,3,5,1,0
53,75.62,6,49,0,0
5,50.05,3,1,1,0
25,53.32,5,1,0,0
2,52.48,8,17,1,0
55,63.39,3,29,0,0
19,41.61,6,29,1,0
59,25.11,1,29,1,0
56,53.34,6,4,2,0
17,41.66,7,11,0,0
53,49.01,1,3,0,0
35,29.1,3,1,0,0
53,63.94,6,9,0,0
42,31.74,6,28,0,0
19,78.12,5,1,0,0
56,67.09,7,16,1,0
57,45.89,2,3,0,0
28,82.26,5,4,0,1
16,55.33,8,7,2,0
19,60.26,3,6,1,0
58,78.97,4,8,0,0
36,63.19,10,85,0,0
29,33.93,8,49,0,0
24,55.23,3,13,2,0
26,81.01,6,27,2,0
28,32.52,9,1,0,0
24,66.1,6,19,2,0
34,48.76,4,33,0,0
42,159.09,4,2,0,0
11,85.16,4,26,0,0
16,145.27,6,3,3,0
27,53.28,3,2,0,0
35,69.47,7,8,0,0
52,77.96,3,43,2,0
49,51.38,3,18,0,0
60,123.04,6,6,0,0
20,48.52,10,8,1,0
55,54.26,5,11,0,0
11,61.2,7,35,1,0
15,50.12,3,2,0,0
33,52.76,8,100,0,0
38,162.24,5,19,0,0
2,77.02,8,26,2,0
7,112.11,5,8,0,0
55,76.62,3,16,0,0
16,39.15,6,6,0,0
46,42.46,7,3,0,0
30,36.53,3,3,0,0
33,61.06,2,10,0,0
27,58.46,5,33,4,0
19,28.49,5,40,0,0
57,48.05,5,3,1,0
22,54.65,2,40,1,1
52,46.35,7,9,0,0
55,64.04,11,32,1,0
52,46.58,10,4,0,0
32,38.82,6,0,1,1
48,56.43,5,54,0,0
58,70.84,5,24,0,0
46,58.68,6,10,0,0
12,121.36,6,36,0,0
38,50.31,4,11,1,0
17,63.54,3,45,0,0
24,63.6,3,0,0,0
29,87.7,2,2,0,0
1,44.37,4,11,0,0
56,71.54,7,8,0,0
8,73.82,3,11,1,0
26,28.95,4,18,0,0
3,55.67,5,33,0,0
25,69.87,5,16,0,0
50,56.34,9,32,0,0
5,133.03,5,24,1,0
30,71.22,6,1,0,0
48,64.23,6,40,0,0
42,71.71,1,42,0,0
5,74.78,6,15,0,0
14,59.44,6,16,0,0
42,49.99,3,1,0,0
5,50.66,5,3,0,0
29,39.53,12,81,1,0
29,52.38,4,63,1,0
15,44.88,4,5,1,0
5,44.81,7,21,0,0
6,112.42,5,54,0,0
25,40.68,2,1,0,0
14,47.15,6,43,0,0
18,34.54,5,6,1,0
48,122.1,4,29,0,0
15,49.89,7,31,0,0
33,33.34,10,0,0,0
22,57.19,4,6,2,1
49,26.9,4,59,1,0
34,83.36,4,11,1,0
13,30.42,6,24,2,0
15,72.51,7,4,1,0
12,50.69,5,43,1,0
47,60.18,6,11,0,0
2,39.64,2,14,0,0
19,87.15,6,11,1,0
22,47.23,8,42,1,1
43,24.02,5,9,1,0
58,15.16,2,75,0,0
53,62.49,4,60,2,1
35,98.62,4,2,0,0
14,50.9,5,15,1,0
15,50.41,3,8,0,0
37,40.27,6,17,0,0
18,58.81,7,57,0,0
26,63.53,11,12,0,0
16,58.94,5,15,1,0
26,31.8,4,3,0,0
34,27.63,6,36,0,0
55,28.36,4,2,1,0
55,42.46,4,0,0,0
31,37.91,5,8,0,0
30,59.36,2,6,0,0
25,33.4,7,45,0,0
20,60.3,8,27,0,0
42,89.8,2,43,2,0
8,91.97,7,8,0,0
40,84.32,6,11,2,1
55,47.12,4,29,0,0
48,63.52,6,24,3,0
25,55.61,6,4,1,0
13,71.38,6,19,2,0
22,46.3,4,7,1,0
58,49.48,7,3,1,0
20,53.94,3,42,0,1
13,73.96,6,34,0,0
31,114.13,6,0,2,0
9,54.2,5,15,0,0
47,58.02,5,16,0,0
36,54.97,3,20,2,0
46,146.66,5,3,0,0
42,39.71,12,26,2,0
55,36.44,3,6,0,0
15,67.33,8,30,0,0
24,75.55,6,5,0,0
36,40.75,6,5,1,0
12,62.44,5,44,0,0
16,54.86,7,28,1,1
43,50.42,6,10,0,0
28,43.87,8,2,0,0
8,57.51,5,22,0,0
59,23.61,9,3,1,0
56,43.55,3,33,0,0
34,136.38,8,24,0,0
35,58.36,9,4,0,0
30,37.75,6,25,0,0
42,91.84,5,29,0,0
47,86.64,3,27,0,0
40,73.12,4,4,0,0
46,66.67,4,9,1,0
5,43.31,6,12,0,0
47,65.38,3,0,0,0
5,55.09,4,5,0,1
23,66.06,3,32,1,0
45,51.25,3,6,0,0
44,39.11,5,132,0,0
32,87.77,8,10,0,0
41,62.65,12,9,0,0
17,40.78,4,4,1,0
5,55.75,4,3,0,0
53,52.13,3,1,0,0
17,46.01,4,29,0,0
27,32.44,6,0,1,0
42,102.73,3,23,1,0
3,30.4,3,9,0,0
45,34.19,2,13,1,0
16,64.47,8,50,0,0
3,59.12,3,8,1,0
37,56.48,6,19,0,0
6,69.39,6,25,0,0
37,52.78,5,3,1,0
30,65.38,2,57,0,0
57,184.04,8,9,0,0
29,44.54,3,62,0,1
46,50.64,5,9,0,0
6,45.24,4,11,0,1
5,43.73,6,3,0,0
14,34.55,4,16,0,0
57,101.41,4,29,0,0
24,62.39,6,19,2,0
4,36.17,5,36,1,0
14,81.91,2,12,0,0
38,30.36,8,4,1,0
12,78.22,4,15,0,0
26,57.47,8,9,1,0
47,56.67,6,13,1,0
60,79.36,4,37,2,0
11,57.58,6,13,0,0
60,37.12,4,31,0,0
44,34.15,4,1,1,0
22,69.33,5,6,0,0
10,39.38,3,22,0,0
47,40.22,7,7,0,0
7,55.96,6,33,0,0
34,40.83,6,24,0,0
37,54.85,4,51,0,0
20,47.21,6,58,0,0
48,33.55,6,35,0,0
47,45.89,4,2,1,0
26,46.7,10,5,1,0
32,76.3,2,41,1,0
17,140.12,4,2,0,0
22,38.76,5,24,0,0
54,42.76,9,10,1,0
17,30.68,4,38,1,0
55,24.69,4,9,1,0
49,61.05,8,29,0,0
4,49.89,2,3,0,0
11,59.93,2,26,0,0
21,43.62,4,6,0,0
29,40.67,2,9,0,0
34,50.97,5,59,0,0
16,89.81,3,7,1,0
19,46.45,3,14,1,0
37,78.25,3,39,0,0
52,52.3,7,4,0,0
5,82.51,2,0,1,0
37,86.96,4,3,0,0
1,79.37,3,14,0,0
11,59.41,4,74,1,1
42,139.61,3,83,1,0
39,46.25,1,5,0,0
20,32.71,6,1,1,0
12,91.67,5,15,1,0
27,31.36,9,29,0,0
53,41.63,10,6,0,0
35,85.84,4,13,1,0
32,32.79,7,2,0,0
42,55.31,4,15,1,0
22,61.78,4,20,0,0
42,38.46,6,11,0,1
53,32.53,6,7,1,0
4,54.24,4,2,1,0
4,57.45,6,4,1,0
12,50.66,5,59,0,1
41,60.93,3,37,0,0
37,45.14,8,41,4,0
4,61.0,6,9,1,0
46,48.04,2,31,0,0
60,56.57,3,61,0,0
9,14.52,7,6,0,0
9,23.82,5,7,0,0
47,44.12,6,40,0,0
47,171.87,4,6,0,0
1,47.84,4,20,2,0
24,33.75,4,63,1,0
43,58.17,8,37,0,0
31,87.47,7,3,0,0
38,48.94,4,4,1,0
31,57.29,11,4,1,0
40,105.64,6,5,1,0
31,40.96,3,7,0,1
6,88.28,4,4,0,0
48,22.02,3,2,0,0
58,43.91,5,11,0,0
48,46.28,7,38,1,0
58,101.22,6,45,1,0
45,62.87,4,17,0,0
4,58.59,4,17,0,0
32,42.3,6,31,0,0
5,48.6,4,50,0,0
54,53.74,3,17,1,0
19,35.46,8,1,0,0
20,50.4,2,30,1,0
16,50.02,2,12,1,1
38,103.15,6,8,0,0
31,100.48,7,24,0,0
30,99.68,8,9,0,0
2,27.36,3,18,0,0
60,85.17,4,11,1,0
21,53.35,5,1,0,0
37,98.21,6,110,1,0
22,50.16,5,6,0,0
24,31.84,8,3,0,0
49,33.57,2,10,1,0
52,26.78,3,63,0,1
11,49.1,4,13,1,0
45,42.67,4,9,0,0
9,48.04,3,1,0,0
9,53.62,5,36,0,0
21,74.7,1,0,3,0
40,30.91,1,6,1,0
33,45.36,4,20,0,0
39,74.24,6,1,0,0
42,42.56,4,144,1,1
51,64.29,10,6,2,0
34,101.95,3,0,0,0
46,113.57,4,17,0,0
57,43.38,7,5,0,0
32,67.12,5,1,0,0
28,40.52,6,43,0,0
29,48.42,4,27,0,0
55,35.85,6,18,0,0
14,83.13,2,40,0,0
29,54.38,1,3,0,1
31,57.09,2,6,1,0
12,39.37,5,2,2,0
49,36.46,5,29,0,0
7,86.12,2,19,1,0
39,79.71,6,11,0,0
33,46.19,6,70,1,1
7,103.34,7,4,3,0
30,58.57,8,14,0,0
19,33.18,3,1,1,0
30,33.54,5,7,1,0
13,52.58,9,30,1,0
53,25.86,5,10,0,0
39,50.69,8,31,2,0
36,77.46,5,15,0,0
11,33.57,4,62,1,0
51,25.72,3,28,1,0
17,45.31,5,7,0,0
57,102.34,6,4,1,0
10,63.22,7,27,2,0
31,48.19,4,16,1,0
10,61.41,5,5,1,0
32,90.32,4,25,1,0
18,80.3,4,6,1,0
11,42.81,7,20,0,0
46,29.2,6,2,0,0
22,104.79,4,13,3,0
9,127.71,5,9,3,1
29,35.86,6,6,0,0
42,47.33,9,35,0,0
9,63.19,7,4,0,0
54,62.36,5,1,0,0
18,43.36,2,12,0,0
53,60.67,3,3,0,0
36,32.33,6,32,0,0
1,58.58,6,10,1,0
8,60.18,7,19,0,0
22,80.08,3,9,0,0
22,36.34,3,18,0,0
24,39.25,5,43,0,0
12,93.93,5,26,2,0
31,71.86,6,7,0,0
32,161.08,4,6,0,0
56,158.65,2,40,1,0
42,25.39,3,2,0,0
2,77.89,5,59,0,0
55,47.34,1,7,0,0
46,62.33,2,15,0,0
56,81.98,6,4,0,0
15,24.42,4,24,0,0
12,56.73,6,5,0,0
37,97.23,8,16,0,0
59,68.61,7,33,2,0
34,103.65,5,6,0,0
11,33.55,8,1,2,0
12,58.34,4,4,2,0
44,35.11,10,21,0,0
5,37.73,3,2,0,0
4,63.71,3,94,1,1
39,52.36,7,25,0,0
25,51.15,5,2,0,0
7,90.82,4,14,0,0
35,55.84,9,20,0,0
2,86.52,3,2,0,0
16,47.18,4,28,0,0
50,33.06,4,0,0,0
39,59.46,5,28,2,0
7,72.39,4,2,1,0
21,76.54,4,19,1,0
57,57.56,7,26,0,0
26,63.23,3,17,0,0
25,26.29,6,65,2,0
35,66.34,4,5,0,0
51,87.7,4,14,0,0
45,94.78,4,8,1,0
52,52.7,7,18,0,0
14,34.2,9,61,1,0
16,54.67,3,2,0,0
28,26.02,5,24,1,0
6,110.38,4,10,1,0
58,92.44,8,64,0,0
14,61.22,2,19,2,0
11,38.12,5,9,1,0
45,42.91,4,12,1,0
59,82.52,5,8,0,0
38,54.23,7,2,0,0
59,141.98,6,6,0,0
47,61.08,4,20,1,0
1,36.13,5,13,1,0
24,60.46,7,17,1,0
44,65.61,10,10,1,0
42,45.81,8,32,0,1
19,86.75,2,82,1,1
54,87.32,6,28,1,0
12,60.63,4,4,1,0
7,50.43,4,66,1,0
36,70.78,2,6,0,0
36,50.02,7,4,1,0
35,63.46,5,10,3,0
7,77.61,4,19,0,0
21,40.15,3,13,1,0
57,85.61,2,5,0,0
19,53.87,10,6,0,0
16,46.3,7,7,1,0
37,146.22,2,5,0,0
9,71.84,7,1,0,0
9,21.09,6,2,0,0
1,61.09,4,13,0,0
50,48.05,10,17,2,0
40,45.85,9,8,1,0
39,60.99,7,7,1,0
20,32.57,2,4,0,0
5,53.61,7,36,0,1
23,30.75,1,31,0,0
39,49.25,8,23,1,0
21,29.71,4,13,1,0
44,71.89,3,17,3,0
27,27.02,4,1,0,0
51,75.45,2,4,0,0
29,47.78,3,3,1,0
48,43.54,2,11,0,0
10,52.79,4,12,0,0
45,46.83,4,22,1,1
17,66.02,5,74,0,0
34,60.78,8,2,0,0
8,77.49,10,21,0,0
38,67.91,7,11,0,0
54,57.34,6,60,0,0
25,45.45,6,20,1,0
18,108.53,7,33,1,0
58,106.88,6,1,0,0
14,46.33,4,1,0,0
54,55.17,7,2,0,0
58,25.95,5,20,0,0
7,64.85,3,12,1,0
1,56.41,5,21,1,0
32,59.1,7,13,1,0
43,37.17,4,23,1,0
13,55.84,5,26,0,0
2,116.08,3,28,0,0
49,61.04,6,21,2,0
49,42.47,4,26,1,0
21,50.43,2,28,1,0
60,46.08,6,30,0,0
58,61.04,1,17,0,0
57,47.97,4,24,1,0
24,98.96,5,6,1,0
50,65.08,6,59,2,1
4,47.91,4,6,0,0
9,39.62,4,10,0,0
15,32.78,3,4,1,0
54,67.82,8,15,0,0
30,54.14,5,41,0,0
12,98.72,4,8,0,1
25,31.68,6,1,0,0
49,97.23,6,0,1,0
18,76.5,5,10,1,0
58,41.09,3,7,1,0
35,69.83,6,59,1,0
25,70.89,8,1,0,0
9,83.21,4,17,1,0
5,149.85,3,15,1,0
2,79.63,6,17,0,0
37,69.0,4,3,1,0
7,63.91,1,34,2,0
56,85.57,4,3,0,1
31,51.02,5,20,0,0
39,72.16,4,2,0,0
57,59.31,6,14,0,0
13,53.19,3,35,1,0
27,47.81,2,44,0,0
15,42.97,5,49,0,1
42,61.23,5,11,0,0
52,59.29,7,1,1,0
35,52.2,5,36,1,0
16,57.42,4,38,1,0
25,66.54,8,8,1,0
58,38.19,4,37,0,1
24,70.79,5,11,0,0
46,55.18,9,16,0,0
49,98.87,3,1,0,0
50,42.24,3,13,1,1
21,63.73,5,39,1,0
27,69.11,8,1,0,0
34,51.71,10,30,1,0
53,70.55,3,63,0,0
22,32.33,4,1,0,1
4,74.15,7,31,1,0
18,54.02,7,5,0,0
52,81.62,6,11,0,0
40,57.31,4,7,0,0
6,49.18,3,6,0,0
56,47.59,3,53,0,0
39,78.3,3,10,1,0
7,71.76,5,70,1,1
24,38.19,6,3,1,0
3,48.33,6,27,0,0
53,54.77,6,9,0,0
43,85.09,4,3,2,0
9,43.32,4,12,0,0
9,73.5,7,14,0,0
26,56.46,7,14,0,0
22,98.01,4,8,1,0
10,24.74,7,10,1,1
7,45.38,5,15,1,1
33,60.74,4,43,0,0
38,60.62,4,8,0,0
43,42.35,4,37,1,0
6,34.1,4,31,0,0
27,51.13,4,61,0,0
44,61.87,8,3,0,0
57,23.62,3,19,0,0
30,40.97,7,2,0,0
43,37.99,7,33,1,1
2,90.14,3,10,0,0
3,62.44,3,35,0,0
55,51.31,7,15,0,0
20,79.61,3,4,0,0
6,38.46,4,50,0,0
25,19.6,4,30,0,0
49,62.7,2,10,0,0
47,80.59,4,8,0,0
41,34.66,6,38,0,0
25,24.26,2,2,0,0
30,110.07,7,63,1,0
14,48.09,5,54,1,0
39,93.12,3,12,0,0
41,49.64,2,30,0,0
60,59.73,3,61,1,0
54,52.06,6,44,0,0
26,29.85,4,60,2,0
39,28.98,4,15,0,0
59,24.91,5,8,0,0
27,144.94,7,52,0,0
7,56.99,5,4,0,0
36,60.74,4,6,1,0
14,32.67,4,34,0,0
1,29.51,2,35,0,1
17,35.35,6,7,0,0
45,58.53,1,1,1,0
57,33.23,9,14,0,0
35,57.61,7,30,0,0
31,55.85,6,44,0,0
28,41.85,4,32,1,0
12,69.94,2,42,0,0
15,71.84,6,7,0,0
14,47.21,6,35,2,0
40,65.02,8,15,1,0
21,62.81,4,77,0,0
20,29.33,5,47,1,1
35,71.26,5,10,1,0
34,70.55,6,5,1,0
32,35.85,7,13,0,0
16,59.65,5,8,0,0
35,47.6,1,41,0,0
1,28.46,7,8,0,0
3,47.49,4,37,0,0
15,43.1,9,26,1,0
31,57.32,4,32,0,0
47,33.76,4,46,0,0
32,69.97,2,19,1,0
23,61.05,4,22,1,0
1,59.2,4,2,0,0
29,117.06,6,34,0,0
27,52.54,5,84,0,0
21,40.68,3,10,0,0
17,32.84,3,6,0,0
33,77.1,3,3,1,0
7,40.39,5,3,1,0
26,46.66,5,18,0,0
14,45.23,3,12,1,0
1,41.4,9,18,3,0
37,58.85,7,4,1,0
37,63.0,5,58,0,0
5,45.66,6,16,2,0
28,120.43,2,80,0,1
55,67.62,6,24,0,0
22,50.93,6,4,0,0
16,50.28,5,60,0,1
13,46.12,2,0,0,0
28,38.64,4,82,0,1
46,87.57,8,5,1,0
15,81.82,4,17,1,0
45,76.39,4,11,0,0
31,44.79,3,23,0,0
30,48.06,5,12,1,0
9,29.62,7,21,0,0
37,32.74,3,7,0,0
30,123.03,5,30,0,0
33,58.44,7,12,1,0
15,60.67,5,4,1,0
17,49.59,5,3,2,0
16,60.66,7,10,0,0
46,36.98,2,16,0,0
23,68.76,3,14,0,0
12,52.2,6,57,1,0
18,86.18,4,10,1,0
57,47.73,3,59,0,0
53,54.73,4,25,1,0
59,85.15,6,32,0,0
51,40.35,5,3,0,0
27,55.37,4,21,0,0
34,63.23,3,11,2,0
22,50.35,5,18,0,0
47,88.07,9,2,0,0
22,37.93,4,48,1,0
42,38.35,2,4,2,0
36,108.38,8,48,1,0
32,55.32,4,34,1,0
21,63.59,7,14,0,0
52,32.09,6,21,1,0
10,62.97,2,10,1,1
11,55.06,8,17,0,0
17,73.09,6,24,0,0
3,37.7,3,5,0,0
4,91.9,5,30,1,0
30,86.81,7,26,1,1
18,56.8,2,21,1,0
5,59.1,5,59,1,0
17,26.24,7,12,0,1
54,81.56,5,2,0,0
44,57.51,5,37,0,1
26,68.25,5,1,0,0
32,75.84,5,30,1,0
3,67.92,3,25,1,0
36,76.61,7,15,0,0
58,65.62,5,0,0,0
57,38.76,7,4,2,0
10,53.66,10,3,1,0
14,45.6,6,29,1,0
60,75.36,7,3,1,0
17,72.87,6,6,1,0
1,53.75,7,39,0,0
41,103.02,10,91,1,1
38,84.17,7,2,0,0
